"","moduleLabel","moduleColor","ensembl_id_TH","ensembl_id","entrez"
"A2M",22,"darkgreen","ENSG00000175899.14","ENSG00000175899",2
"AAK1",7,"black","ENSG00000115977.18","ENSG00000115977",22848
"AASDH",6,"red","ENSG00000157426.13","ENSG00000157426",132949
"AASDHPPT",6,"red","ENSG00000149313.10","ENSG00000149313",60496
"ABCB10",6,"red","ENSG00000135776.4","ENSG00000135776",23456
"ABCE1",6,"red","ENSG00000164163.10","ENSG00000164163",6059
"ABCF1",24,"darkgrey","ENSG00000204574.12","ENSG00000204574",23
"ABCF2",6,"red","ENSG00000033050.7","ENSG00000033050",10061
"ABHD10",6,"red","ENSG00000144827.8","ENSG00000144827",55347
"ABHD13",17,"grey60","ENSG00000139826.5","ENSG00000139826",84945
"ABHD17B",6,"red","ENSG00000107362.13","ENSG00000107362",51104
"ABHD2",17,"grey60","ENSG00000140526.16","ENSG00000140526",11057
"ABI2",7,"black","ENSG00000138443.15","ENSG00000138443",10152
"ABL2",17,"grey60","ENSG00000143322.19","ENSG00000143322",27
"ACACA",6,"red","ENSG00000278540.4","ENSG00000278540",31
"ACADM",18,"lightgreen","ENSG00000117054.13","ENSG00000117054",34
"ACADSB",7,"black","ENSG00000196177.12","ENSG00000196177",36
"ACAP2",17,"grey60","ENSG00000114331.12","ENSG00000114331",23527
"ACBD3",6,"red","ENSG00000182827.8","ENSG00000182827",64746
"ACBD5",7,"black","ENSG00000107897.18","ENSG00000107897",91452
"ACER3",7,"black","ENSG00000078124.11","ENSG00000078124",55331
"ACOX1",7,"black","ENSG00000161533.11","ENSG00000161533",51
"ACSL5",27,"white","ENSG00000197142.10","ENSG00000197142",51703
"ACTC1",26,"darkorange","ENSG00000159251.6","ENSG00000159251",70
"ACTG1P20",6,"red","ENSG00000241547.1","ENSG00000241547",NA
"ACTR2",17,"grey60","ENSG00000138071.13","ENSG00000138071",10097
"ACTR3",17,"grey60","ENSG00000115091.11","ENSG00000115091",10096
"ACVR1",14,"cyan","ENSG00000115170.13","ENSG00000115170",90
"ADAM10",7,"black","ENSG00000137845.14","ENSG00000137845",102
"ADAM17",6,"red","ENSG00000151694.12","ENSG00000151694",6868
"ADAMDEC1",3,"brown","ENSG00000134028.14","ENSG00000134028",27299
"ADAP2",3,"brown","ENSG00000184060.10","ENSG00000184060",55803
"ADAR",7,"black","ENSG00000160710.15","ENSG00000160710",103
"ADD3",6,"red","ENSG00000148700.13","ENSG00000148700",120
"ADGRF5",22,"darkgreen","ENSG00000069122.18","ENSG00000069122",221395
"ADGRL4",22,"darkgreen","ENSG00000162618.12","ENSG00000162618",64123
"ADIPOR2",6,"red","ENSG00000006831.9","ENSG00000006831",79602
"ADNP",6,"red","ENSG00000101126.15","ENSG00000101126",23394
"ADNP2",6,"red","ENSG00000101544.8","ENSG00000101544",22850
"ADSS",6,"red","ENSG00000035687.9","ENSG00000035687",159
"AFAP1",7,"black","ENSG00000196526.10","ENSG00000196526",60312
"AFF4",17,"grey60","ENSG00000072364.12","ENSG00000072364",27125
"AFG3L2",6,"red","ENSG00000141385.9","ENSG00000141385",10939
"AGAP1",7,"black","ENSG00000157985.17","ENSG00000157985",116987
"AGBL5",4,"yellow","ENSG00000084693.15","ENSG00000084693",60509
"AGFG1",7,"black","ENSG00000173744.17","ENSG00000173744",3267
"AGGF1",17,"grey60","ENSG00000164252.12","ENSG00000164252",55109
"AGL",6,"red","ENSG00000162688.15","ENSG00000162688",178
"AGO1",17,"grey60","ENSG00000092847.10","ENSG00000092847",26523
"AGO3",7,"black","ENSG00000126070.18","ENSG00000126070",192669
"AGPS",17,"grey60","ENSG00000018510.12","ENSG00000018510",8540
"AHCTF1",6,"red","ENSG00000153207.14","ENSG00000153207",25909
"AHCYL1",7,"black","ENSG00000168710.17","ENSG00000168710",10768
"AIF1",3,"brown","ENSG00000204472.12","ENSG00000204472",199
"AIMP1",6,"red","ENSG00000164022.16","ENSG00000164022",9255
"AKAP10",6,"red","ENSG00000108599.14","ENSG00000108599",11216
"AKAP11",17,"grey60","ENSG00000023516.8","ENSG00000023516",11215
"AKIRIN1",17,"grey60","ENSG00000174574.15","ENSG00000174574",79647
"AKT2",7,"black","ENSG00000105221.16","ENSG00000105221",208
"ALDH3B1",3,"brown","ENSG00000006534.15","ENSG00000006534",221
"ALDH6A1",7,"black","ENSG00000119711.12","ENSG00000119711",4329
"ALG10",17,"grey60","ENSG00000139133.6","ENSG00000139133",84920
"ALG10B",17,"grey60","ENSG00000175548.8","ENSG00000175548",144245
"ALG11",17,"grey60","ENSG00000253710.2","ENSG00000253710",440138
"ALKBH8",6,"red","ENSG00000137760.14","ENSG00000137760",91801
"ALS2",7,"black","ENSG00000003393.14","ENSG00000003393",57679
"ALYREF",4,"yellow","ENSG00000183684.7","ENSG00000183684",10189
"AMD1",6,"red","ENSG00000123505.14","ENSG00000123505",262
"AMER1",6,"red","ENSG00000184675.9","ENSG00000184675",139285
"AMICA1",3,"brown","ENSG00000160593.17","ENSG00000160593",120425
"AMMECR1L",6,"red","ENSG00000144233.9","ENSG00000144233",83607
"ANAPC1",6,"red","ENSG00000153107.11","ENSG00000153107",64682
"ANKFY1",6,"red","ENSG00000185722.16","ENSG00000185722",51479
"ANKHD1",6,"red","ENSG00000131503.20","ENSG00000131503",54882
"ANKIB1",17,"grey60","ENSG00000001629.9","ENSG00000001629",54467
"ANKLE2",6,"red","ENSG00000176915.14","ENSG00000176915",23141
"ANKRD12",17,"grey60","ENSG00000101745.15","ENSG00000101745",23253
"ANKRD13A",6,"red","ENSG00000076513.16","ENSG00000076513",88455
"ANKRD13C",6,"red","ENSG00000118454.12","ENSG00000118454",81573
"ANKRD17",6,"red","ENSG00000132466.17","ENSG00000132466",26057
"ANKRD28",6,"red","ENSG00000206560.10","ENSG00000206560",23243
"ANKRD36C",6,"red","ENSG00000174501.14","ENSG00000174501",400986
"ANKRD40",6,"red","ENSG00000154945.6","ENSG00000154945",91369
"ANKRD49",6,"red","ENSG00000168876.8","ENSG00000168876",54851
"ANKRD52",17,"grey60","ENSG00000139645.9","ENSG00000139645",283373
"ANLN",4,"yellow","ENSG00000011426.10","ENSG00000011426",54443
"ANP32A",4,"yellow","ENSG00000140350.15","ENSG00000140350",8125
"ANP32B",4,"yellow","ENSG00000136938.8","ENSG00000136938",10541
"ANP32E",4,"yellow","ENSG00000143401.14","ENSG00000143401",81611
"AOAH",3,"brown","ENSG00000136250.11","ENSG00000136250",313
"AP1AR",6,"red","ENSG00000138660.11","ENSG00000138660",55435
"AP1G1",17,"grey60","ENSG00000166747.12","ENSG00000166747",164
"AP2B1",17,"grey60","ENSG00000006125.16","ENSG00000006125",163
"AP3M1",17,"grey60","ENSG00000185009.12","ENSG00000185009",26985
"AP3S2",7,"black","ENSG00000157823.16","ENSG00000157823",10239
"AP4B1-AS1",6,"red","ENSG00000226167.1","ENSG00000226167",100287722
"AP4E1",6,"red","ENSG00000081014.10","ENSG00000081014",23431
"AP5M1",17,"grey60","ENSG00000053770.11","ENSG00000053770",55745
"APAF1",6,"red","ENSG00000120868.13","ENSG00000120868",317
"APC",17,"grey60","ENSG00000134982.16","ENSG00000134982",324
"API5",17,"grey60","ENSG00000166181.12","ENSG00000166181",8539
"APLNR",22,"darkgreen","ENSG00000134817.10","ENSG00000134817",187
"APOBR",3,"brown","ENSG00000184730.10","ENSG00000184730",55911
"APOC1",3,"brown","ENSG00000130208.9","ENSG00000130208",341
"APOE",3,"brown","ENSG00000130203.9","ENSG00000130203",348
"APOL1",27,"white","ENSG00000100342.20","ENSG00000100342",8542
"APOL3",27,"white","ENSG00000128284.19","ENSG00000128284",80833
"APOL6",27,"white","ENSG00000221963.5","ENSG00000221963",80830
"APOOL",17,"grey60","ENSG00000155008.13","ENSG00000155008",139322
"APPBP2",7,"black","ENSG00000062725.9","ENSG00000062725",10513
"APPL2",17,"grey60","ENSG00000136044.11","ENSG00000136044",55198
"AQP9",3,"brown","ENSG00000103569.9","ENSG00000103569",366
"AREL1",17,"grey60","ENSG00000119682.16","ENSG00000119682",9870
"ARF3",7,"black","ENSG00000134287.9","ENSG00000134287",377
"ARFGAP3",14,"cyan","ENSG00000242247.10","ENSG00000242247",26286
"ARFGEF2",17,"grey60","ENSG00000124198.8","ENSG00000124198",10564
"ARGLU1",6,"red","ENSG00000134884.13","ENSG00000134884",55082
"ARHGAP11A",4,"yellow","ENSG00000198826.10","ENSG00000198826",9824
"ARHGAP11B",4,"yellow","ENSG00000187951.10","ENSG00000187951",100288637
"ARHGAP19",6,"red","ENSG00000213390.10","ENSG00000213390",84986
"ARHGAP21",7,"black","ENSG00000107863.16","ENSG00000107863",57584
"ARHGAP31",14,"cyan","ENSG00000031081.10","ENSG00000031081",57514
"ARHGAP35",6,"red","ENSG00000160007.17","ENSG00000160007",2909
"ARHGAP5",14,"cyan","ENSG00000100852.12","ENSG00000100852",394
"ARHGAP9",13,"salmon","ENSG00000123329.17","ENSG00000123329",64333
"ARHGEF12",7,"black","ENSG00000196914.8","ENSG00000196914",23365
"ARHGEF15",22,"darkgreen","ENSG00000198844.10","ENSG00000198844",22899
"ARHGEF18",18,"lightgreen","ENSG00000104880.17","ENSG00000104880",23370
"ARHGEF39",4,"yellow","ENSG00000137135.17","ENSG00000137135",84904
"ARHGEF7",6,"red","ENSG00000102606.17","ENSG00000102606",8874
"ARID1A",6,"red","ENSG00000117713.17","ENSG00000117713",8289
"ARID1B",6,"red","ENSG00000049618.21","ENSG00000049618",57492
"ARID2",6,"red","ENSG00000189079.15","ENSG00000189079",196528
"ARID4A",17,"grey60","ENSG00000032219.18","ENSG00000032219",5926
"ARID4B",17,"grey60","ENSG00000054267.20","ENSG00000054267",51742
"ARIH1",17,"grey60","ENSG00000166233.12","ENSG00000166233",25820
"ARIH2",6,"red","ENSG00000177479.19","ENSG00000177479",10425
"ARL1",7,"black","ENSG00000120805.13","ENSG00000120805",400
"ARL13B",17,"grey60","ENSG00000169379.15","ENSG00000169379",200894
"ARL14EP",6,"red","ENSG00000152219.4","ENSG00000152219",120534
"ARL15",17,"grey60","ENSG00000185305.10","ENSG00000185305",54622
"ARL5A",17,"grey60","ENSG00000162980.16","ENSG00000162980",26225
"ARL5B",6,"red","ENSG00000165997.4","ENSG00000165997",221079
"ARL6IP1",4,"yellow","ENSG00000170540.14","ENSG00000170540",23204
"ARL6IP6",4,"yellow","ENSG00000177917.10","ENSG00000177917",151188
"ARL8B",17,"grey60","ENSG00000134108.12","ENSG00000134108",55207
"ARMC1",6,"red","ENSG00000104442.9","ENSG00000104442",55156
"ARMC8",6,"red","ENSG00000114098.17","ENSG00000114098",25852
"ARMCX3",7,"black","ENSG00000102401.19","ENSG00000102401",51566
"ARMT1",6,"red","ENSG00000146476.10","ENSG00000146476",79624
"ARNT",7,"black","ENSG00000143437.20","ENSG00000143437",405
"ARPC1B",3,"brown","ENSG00000130429.12","ENSG00000130429",10095
"ARPP19",17,"grey60","ENSG00000128989.10","ENSG00000128989",10776
"ASAP1",17,"grey60","ENSG00000153317.14","ENSG00000153317",50807
"ASB5",26,"darkorange","ENSG00000164122.8","ENSG00000164122",140458
"ASB7",17,"grey60","ENSG00000183475.12","ENSG00000183475",140460
"ASB8",17,"grey60","ENSG00000177981.10","ENSG00000177981",140461
"ASCC1",7,"black","ENSG00000138303.17","ENSG00000138303",51008
"ASF1B",4,"yellow","ENSG00000105011.8","ENSG00000105011",55723
"ASH1L",17,"grey60","ENSG00000116539.10","ENSG00000116539",55870
"ASNSD1",6,"red","ENSG00000138381.9","ENSG00000138381",54529
"ASPM",4,"yellow","ENSG00000066279.16","ENSG00000066279",259266
"ASXL1",6,"red","ENSG00000171456.16","ENSG00000171456",171023
"ASXL2",17,"grey60","ENSG00000143970.16","ENSG00000143970",55252
"ATAD1",6,"red","ENSG00000138138.13","ENSG00000138138",84896
"ATAD2",4,"yellow","ENSG00000156802.12","ENSG00000156802",29028
"ATAD2B",6,"red","ENSG00000119778.14","ENSG00000119778",54454
"ATAD5",6,"red","ENSG00000176208.8","ENSG00000176208",79915
"ATE1",17,"grey60","ENSG00000107669.17","ENSG00000107669",11101
"ATF6",7,"black","ENSG00000118217.5","ENSG00000118217",22926
"ATF6B",7,"black","ENSG00000213676.10","ENSG00000213676",1388
"ATF7",17,"grey60","ENSG00000170653.18","ENSG00000170653",11016
"ATF7IP",17,"grey60","ENSG00000171681.12","ENSG00000171681",55729
"ATG12",6,"red","ENSG00000145782.12","ENSG00000145782",9140
"ATG2B",6,"red","ENSG00000066739.11","ENSG00000066739",55102
"ATG9A",7,"black","ENSG00000198925.10","ENSG00000198925",79065
"ATL2",6,"red","ENSG00000119787.13","ENSG00000119787",64225
"ATL3",14,"cyan","ENSG00000184743.12","ENSG00000184743",25923
"ATM",17,"grey60","ENSG00000149311.17","ENSG00000149311",472
"ATMIN",17,"grey60","ENSG00000166454.9","ENSG00000166454",23300
"ATP11B",17,"grey60","ENSG00000058063.15","ENSG00000058063",23200
"ATP13A3",17,"grey60","ENSG00000133657.14","ENSG00000133657",79572
"ATP2A2",6,"red","ENSG00000174437.16","ENSG00000174437",488
"ATP6V1A",7,"black","ENSG00000114573.9","ENSG00000114573",523
"ATP6V1C1",7,"black","ENSG00000155097.11","ENSG00000155097",528
"ATP7A",7,"black","ENSG00000165240.17","ENSG00000165240",538
"ATRN",7,"black","ENSG00000088812.17","ENSG00000088812",8455
"ATRX",17,"grey60","ENSG00000085224.20","ENSG00000085224",546
"ATXN1L",17,"grey60","ENSG00000224470.7","ENSG00000224470",342371
"ATXN7",17,"grey60","ENSG00000163635.17","ENSG00000163635",6314
"ATXN7L3",6,"red","ENSG00000087152.15","ENSG00000087152",56970
"ATXN7L3B",6,"red","ENSG00000253719.3","ENSG00000253719",552889
"AUNIP",4,"yellow","ENSG00000127423.10","ENSG00000127423",79000
"AURKA",4,"yellow","ENSG00000087586.17","ENSG00000087586",6790
"AURKB",4,"yellow","ENSG00000178999.12","ENSG00000178999",9212
"AVL9",6,"red","ENSG00000105778.17","ENSG00000105778",23080
"AZIN1",6,"red","ENSG00000155096.13","ENSG00000155096",51582
"B2M",27,"white","ENSG00000166710.17","ENSG00000166710",567
"B3GALNT2",7,"black","ENSG00000162885.12","ENSG00000162885",148789
"BAG4",17,"grey60","ENSG00000156735.10","ENSG00000156735",9530
"BAG5",17,"grey60","ENSG00000166170.9","ENSG00000166170",9529
"BARD1",4,"yellow","ENSG00000138376.10","ENSG00000138376",580
"BATF",3,"brown","ENSG00000156127.6","ENSG00000156127",10538
"BAZ1B",6,"red","ENSG00000009954.10","ENSG00000009954",9031
"BAZ2A",17,"grey60","ENSG00000076108.11","ENSG00000076108",11176
"BBS10",6,"red","ENSG00000179941.6","ENSG00000179941",79738
"BBS12",7,"black","ENSG00000181004.9","ENSG00000181004",166379
"BBX",17,"grey60","ENSG00000114439.18","ENSG00000114439",56987
"BCDIN3D",6,"red","ENSG00000186666.5","ENSG00000186666",144233
"BCL10",17,"grey60","ENSG00000142867.12","ENSG00000142867",8915
"BCL2A1",3,"brown","ENSG00000140379.7","ENSG00000140379",597
"BCL2L13",7,"black","ENSG00000099968.17","ENSG00000099968",23786
"BCL2L2",7,"black","ENSG00000129473.9","ENSG00000129473",599
"BCL6B",22,"darkgreen","ENSG00000161940.10","ENSG00000161940",255877
"BCL7A",6,"red","ENSG00000110987.8","ENSG00000110987",605
"BCL9L",7,"black","ENSG00000186174.12","ENSG00000186174",283149
"BCLAF1",17,"grey60","ENSG00000029363.15","ENSG00000029363",9774
"BDP1",6,"red","ENSG00000145734.18","ENSG00000145734",55814
"BECN1",7,"black","ENSG00000126581.12","ENSG00000126581",8678
"BEND3",6,"red","ENSG00000178409.13","ENSG00000178409",57673
"BICD2",6,"red","ENSG00000185963.13","ENSG00000185963",23299
"BIN2",3,"brown","ENSG00000110934.10","ENSG00000110934",51411
"BIRC2",14,"cyan","ENSG00000110330.8","ENSG00000110330",329
"BIRC3",3,"brown","ENSG00000023445.13","ENSG00000023445",330
"BIRC5",4,"yellow","ENSG00000089685.14","ENSG00000089685",332
"BLM",4,"yellow","ENSG00000197299.10","ENSG00000197299",641
"BLOC1S5",17,"grey60","ENSG00000188428.16","ENSG00000188428",63915
"BLOC1S6",17,"grey60","ENSG00000104164.10","ENSG00000104164",26258
"BLZF1",17,"grey60","ENSG00000117475.13","ENSG00000117475",8548
"BMI1",7,"black","ENSG00000168283.13","ENSG00000168283",648
"BMP2K",14,"cyan","ENSG00000138756.17","ENSG00000138756",55589
"BMPR1A",17,"grey60","ENSG00000107779.11","ENSG00000107779",657
"BMPR2",7,"black","ENSG00000204217.12","ENSG00000204217",659
"BMS1",24,"darkgrey","ENSG00000165733.7","ENSG00000165733",9790
"BMS1P4",6,"red","ENSG00000242338.6","ENSG00000242338",NA
"BMX",22,"darkgreen","ENSG00000102010.14","ENSG00000102010",660
"BNIP2",6,"red","ENSG00000140299.11","ENSG00000140299",663
"BORA",4,"yellow","ENSG00000136122.15","ENSG00000136122",79866
"BPTF",6,"red","ENSG00000171634.16","ENSG00000171634",2186
"BRAF",17,"grey60","ENSG00000157764.12","ENSG00000157764",673
"BRAP",24,"darkgrey","ENSG00000089234.15","ENSG00000089234",8315
"BRCA1",4,"yellow","ENSG00000012048.19","ENSG00000012048",672
"BRCA2",4,"yellow","ENSG00000139618.14","ENSG00000139618",675
"BRCC3",17,"grey60","ENSG00000185515.14","ENSG00000185515",79184
"BRD2",6,"red","ENSG00000204256.12","ENSG00000204256",6046
"BRD8",18,"lightgreen","ENSG00000112983.17","ENSG00000112983",10902
"BRI3BP",4,"yellow","ENSG00000184992.10","ENSG00000184992",140707
"BRIP1",4,"yellow","ENSG00000136492.8","ENSG00000136492",83990
"BRIX1",4,"yellow","ENSG00000113460.12","ENSG00000113460",55299
"BRPF1",6,"red","ENSG00000156983.15","ENSG00000156983",7862
"BRWD1",17,"grey60","ENSG00000185658.13","ENSG00000185658",54014
"BRWD3",17,"grey60","ENSG00000165288.10","ENSG00000165288",254065
"BSDC1",7,"black","ENSG00000160058.18","ENSG00000160058",55108
"BTAF1",6,"red","ENSG00000095564.13","ENSG00000095564",9044
"BTBD1",17,"grey60","ENSG00000064726.9","ENSG00000064726",53339
"BTBD10",17,"grey60","ENSG00000148925.10","ENSG00000148925",84280
"BTBD7",17,"grey60","ENSG00000011114.14","ENSG00000011114",55727
"BTBD9",7,"black","ENSG00000183826.16","ENSG00000183826",114781
"BTF3L4",6,"red","ENSG00000134717.17","ENSG00000134717",91408
"BTRC",7,"black","ENSG00000166167.17","ENSG00000166167",8945
"BUB1",4,"yellow","ENSG00000169679.14","ENSG00000169679",699
"BUB1B",4,"yellow","ENSG00000156970.12","ENSG00000156970",701
"BUB3",6,"red","ENSG00000154473.17","ENSG00000154473",9184
"BZW1",17,"grey60","ENSG00000082153.17","ENSG00000082153",9689
"C10orf12",17,"grey60","ENSG00000155640.6","ENSG00000155640",NA
"C10orf88",6,"red","ENSG00000119965.12","ENSG00000119965",80007
"C11orf21",13,"salmon","ENSG00000110665.11","ENSG00000110665",29125
"C11orf30",6,"red","ENSG00000158636.16","ENSG00000158636",56946
"C11orf42",6,"red","ENSG00000180878.2","ENSG00000180878",160298
"C11orf57",17,"grey60","ENSG00000150776.17","ENSG00000150776",55216
"C11orf58",17,"grey60","ENSG00000110696.9","ENSG00000110696",10944
"C11orf95",6,"red","ENSG00000188070.9","ENSG00000188070",65998
"C12orf29",6,"red","ENSG00000133641.17","ENSG00000133641",91298
"C12orf43",24,"darkgrey","ENSG00000157895.11","ENSG00000157895",64897
"C12orf66",6,"red","ENSG00000174206.12","ENSG00000174206",144577
"C15orf48",3,"brown","ENSG00000166920.10","ENSG00000166920",84419
"C16orf52",6,"red","ENSG00000185716.11","ENSG00000185716",730094
"C16orf54",13,"salmon","ENSG00000185905.3","ENSG00000185905",283897
"C16orf59",4,"yellow","ENSG00000162062.14","ENSG00000162062",80178
"C16orf72",17,"grey60","ENSG00000182831.11","ENSG00000182831",29035
"C16orf87",6,"red","ENSG00000155330.9","ENSG00000155330",388272
"C17orf51",6,"red","ENSG00000212719.10","ENSG00000212719",339263
"C17orf53",4,"yellow","ENSG00000125319.14","ENSG00000125319",78995
"C17orf80",6,"red","ENSG00000141219.15","ENSG00000141219",55028
"C17orf85",6,"red","ENSG00000074356.16","ENSG00000074356",55421
"C18orf25",17,"grey60","ENSG00000152242.10","ENSG00000152242",147339
"C18orf54",4,"yellow","ENSG00000166845.13","ENSG00000166845",162681
"C1D",17,"grey60","ENSG00000197223.11","ENSG00000197223",10438
"C1orf109",6,"red","ENSG00000116922.14","ENSG00000116922",54955
"C1orf112",4,"yellow","ENSG00000000460.16","ENSG00000000460",55732
"C1orf162",3,"brown","ENSG00000143110.11","ENSG00000143110",128346
"C1orf74",6,"red","ENSG00000162757.4","ENSG00000162757",148304
"C2",3,"brown","ENSG00000166278.14","ENSG00000166278",717
"C20orf194",7,"black","ENSG00000088854.12","ENSG00000088854",25943
"C22orf46",7,"black","ENSG00000184208.10","ENSG00000184208",79640
"C2CD3",6,"red","ENSG00000168014.16","ENSG00000168014",26005
"C2CD5",6,"red","ENSG00000111731.12","ENSG00000111731",9847
"C2orf44",6,"red","ENSG00000163026.11","ENSG00000163026",80304
"C2orf49",7,"black","ENSG00000135974.9","ENSG00000135974",79074
"C2orf69",6,"red","ENSG00000178074.5","ENSG00000178074",205327
"C3AR1",3,"brown","ENSG00000171860.4","ENSG00000171860",719
"C3orf17",6,"red","ENSG00000163608.14","ENSG00000163608",25871
"C4orf46",6,"red","ENSG00000205208.4","ENSG00000205208",201725
"C5orf15",7,"black","ENSG00000113583.7","ENSG00000113583",56951
"C5orf22",17,"grey60","ENSG00000082213.17","ENSG00000082213",55322
"C5orf24",6,"red","ENSG00000181904.8","ENSG00000181904",134553
"C5orf34",4,"yellow","ENSG00000172244.8","ENSG00000172244",375444
"C5orf42",7,"black","ENSG00000197603.13","ENSG00000197603",65250
"C5orf51",6,"red","ENSG00000205765.8","ENSG00000205765",285636
"C6orf120",6,"red","ENSG00000185127.6","ENSG00000185127",387263
"C6orf62",7,"black","ENSG00000112308.12","ENSG00000112308",81688
"C6orf89",7,"black","ENSG00000198663.16","ENSG00000198663",221477
"C7orf60",6,"red","ENSG00000164603.11","ENSG00000164603",154743
"C8orf37",6,"red","ENSG00000156172.5","ENSG00000156172",157657
"C9orf40",4,"yellow","ENSG00000135045.6","ENSG00000135045",55071
"CAAP1",6,"red","ENSG00000120159.11","ENSG00000120159",79886
"CAB39",17,"grey60","ENSG00000135932.10","ENSG00000135932",51719
"CACUL1",17,"grey60","ENSG00000151893.14","ENSG00000151893",143384
"CACYBP",4,"yellow","ENSG00000116161.17","ENSG00000116161",27101
"CALCOCO2",14,"cyan","ENSG00000136436.14","ENSG00000136436",10241
"CAMSAP1",17,"grey60","ENSG00000130559.18","ENSG00000130559",157922
"CAMSAP2",7,"black","ENSG00000118200.14","ENSG00000118200",23271
"CAND1",6,"red","ENSG00000111530.12","ENSG00000111530",55832
"CANX",7,"black","ENSG00000127022.14","ENSG00000127022",821
"CAPN7",17,"grey60","ENSG00000131375.9","ENSG00000131375",23473
"CAPRIN1",6,"red","ENSG00000135387.19","ENSG00000135387",4076
"CAPRIN2",6,"red","ENSG00000110888.17","ENSG00000110888",65981
"CAPZA1",6,"red","ENSG00000116489.12","ENSG00000116489",829
"CAPZA2",17,"grey60","ENSG00000198898.12","ENSG00000198898",830
"CARD16",27,"white","ENSG00000204397.7","ENSG00000204397",114769
"CASC4",17,"grey60","ENSG00000166734.18","ENSG00000166734",113201
"CASC5",4,"yellow","ENSG00000137812.19","ENSG00000137812",57082
"CASP1",27,"white","ENSG00000137752.22","ENSG00000137752",834
"CASP2",4,"yellow","ENSG00000106144.19","ENSG00000106144",835
"CASP4",3,"brown","ENSG00000196954.12","ENSG00000196954",837
"CASP5",3,"brown","ENSG00000137757.10","ENSG00000137757",838
"CASP8AP2",6,"red","ENSG00000118412.12","ENSG00000118412",9994
"CAST",14,"cyan","ENSG00000153113.23","ENSG00000153113",831
"CAV3",26,"darkorange","ENSG00000182533.6","ENSG00000182533",859
"CBFB",6,"red","ENSG00000067955.13","ENSG00000067955",865
"CBL",17,"grey60","ENSG00000110395.4","ENSG00000110395",867
"CBLL1",6,"red","ENSG00000105879.11","ENSG00000105879",79872
"CBR4",6,"red","ENSG00000145439.11","ENSG00000145439",84869
"CBX1",4,"yellow","ENSG00000108468.14","ENSG00000108468",10951
"CBX5",6,"red","ENSG00000094916.13","ENSG00000094916",23468
"CCAR2",24,"darkgrey","ENSG00000158941.16","ENSG00000158941",57805
"CCDC117",4,"yellow","ENSG00000159873.9","ENSG00000159873",150275
"CCDC127",6,"red","ENSG00000164366.3","ENSG00000164366",133957
"CCDC138",18,"lightgreen","ENSG00000163006.11","ENSG00000163006",165055
"CCDC14",6,"red","ENSG00000175455.14","ENSG00000175455",64770
"CCDC142",6,"red","ENSG00000135637.13","ENSG00000135637",84865
"CCDC15",4,"yellow","ENSG00000149548.14","ENSG00000149548",80071
"CCDC150",4,"yellow","ENSG00000144395.17","ENSG00000144395",284992
"CCDC18",4,"yellow","ENSG00000122483.17","ENSG00000122483",343099
"CCDC186",7,"black","ENSG00000165813.16","ENSG00000165813",55088
"CCDC25",17,"grey60","ENSG00000147419.16","ENSG00000147419",55246
"CCDC34",4,"yellow","ENSG00000109881.16","ENSG00000109881",91057
"CCDC43",6,"red","ENSG00000180329.13","ENSG00000180329",124808
"CCDC47",7,"black","ENSG00000108588.13","ENSG00000108588",57003
"CCDC50",7,"black","ENSG00000152492.13","ENSG00000152492",152137
"CCDC6",17,"grey60","ENSG00000108091.10","ENSG00000108091",8030
"CCDC66",6,"red","ENSG00000180376.16","ENSG00000180376",285331
"CCDC77",4,"yellow","ENSG00000120647.9","ENSG00000120647",84318
"CCDC82",6,"red","ENSG00000149231.11","ENSG00000149231",79780
"CCDC88A",18,"lightgreen","ENSG00000115355.15","ENSG00000115355",55704
"CCDC93",6,"red","ENSG00000125633.10","ENSG00000125633",54520
"CCDC97",7,"black","ENSG00000142039.3","ENSG00000142039",90324
"CCL14",22,"darkgreen","ENSG00000276409.4","ENSG00000276409",6358
"CCL17",13,"salmon","ENSG00000102970.10","ENSG00000102970",6361
"CCL2",3,"brown","ENSG00000108691.9","ENSG00000108691",6347
"CCL22",13,"salmon","ENSG00000102962.4","ENSG00000102962",6367
"CCL3",3,"brown","ENSG00000277632.1","ENSG00000277632",6348
"CCL4",3,"brown","ENSG00000275302.1","ENSG00000275302",6351
"CCL5",13,"salmon","ENSG00000271503.5","ENSG00000271503",6352
"CCL8",3,"brown","ENSG00000108700.4","ENSG00000108700",6355
"CCNA2",4,"yellow","ENSG00000145386.9","ENSG00000145386",890
"CCNB1",4,"yellow","ENSG00000134057.14","ENSG00000134057",891
"CCNB2",4,"yellow","ENSG00000157456.7","ENSG00000157456",9133
"CCNE2",4,"yellow","ENSG00000175305.16","ENSG00000175305",9134
"CCNF",4,"yellow","ENSG00000162063.12","ENSG00000162063",899
"CCNG2",6,"red","ENSG00000138764.13","ENSG00000138764",901
"CCNI",6,"red","ENSG00000118816.9","ENSG00000118816",10983
"CCNJ",6,"red","ENSG00000107443.15","ENSG00000107443",54619
"CCNK",7,"black","ENSG00000090061.17","ENSG00000090061",8812
"CCNL1",6,"red","ENSG00000163660.11","ENSG00000163660",57018
"CCNL2",6,"red","ENSG00000221978.11","ENSG00000221978",81669
"CCNT1",6,"red","ENSG00000129315.9","ENSG00000129315",904
"CCNT2",6,"red","ENSG00000082258.12","ENSG00000082258",905
"CCNY",7,"black","ENSG00000108100.17","ENSG00000108100",219771
